mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1222139835357666,0.010991465747075529,0.007885122299194336,0.0009852053401647317,gini,3,12,2,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 12, 'min_samples_leaf': 2}",0.7395193082107583,0.5999745665719978,0.7128989869017845,0.7331609512102073,0.6390843577787197,0.6849276341346936,0.055511674457752604,221
0.1261207103729248,0.00909390965420415,0.006732368469238281,0.000890839432886409,gini,3,12,3,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 12, 'min_samples_leaf': 3}",0.717053113475478,0.7075155779746514,0.5656818278156924,0.7044211775677165,0.6366680796947859,0.6662679553056648,0.0578444270690998,236
0.12779297828674316,0.013784465032889158,0.006796932220458985,0.0008702426883001091,gini,3,12,4,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 12, 'min_samples_leaf': 4}",0.6691111016913229,0.6350726972150397,0.7346445678436692,0.6019244627188335,0.6447223399745655,0.6570950338886862,0.04436254026211834,243
0.12409234046936035,0.006568047463788521,0.007862520217895509,0.0009259853175654659,gini,3,12,5,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 12, 'min_samples_leaf': 5}",0.7124750964350812,0.7435462676444407,0.6081980416260439,0.7387139163240218,0.7533276812208562,0.7112522006500888,0.053271106281560836,203
0.1276212215423584,0.016824813891067304,0.0071471214294433595,0.000740804721902155,gini,3,12,7,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 12, 'min_samples_leaf': 7}",0.7369335763638676,0.7256157009028867,0.7402823110508244,0.6718663897248951,0.5570156846121238,0.6863427325309195,0.06920451933191687,219
0.1305368423461914,0.01054399179044079,0.0064300537109375,0.0005159702969472015,gini,3,12,8,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 12, 'min_samples_leaf': 8}",0.7447331609512102,0.7141706583018947,0.6324869653681489,0.711330592174982,0.7236540907164053,0.7052750935025283,0.03823254728618298,206
0.13084335327148439,0.007844148940244934,0.007725143432617187,0.0006579369250339137,gini,3,12,9,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 12, 'min_samples_leaf': 9}",0.739222584884066,0.6605485142639143,0.7065830189479039,0.5527531685812386,0.7397626112759644,0.6797739795906174,0.06979312593742396,225
0.1448202133178711,0.008881382532938327,0.007270336151123047,0.0004293214945773001,gini,3,15,1,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 15, 'min_samples_leaf': 1}",0.7242168623627655,0.7122631512017294,0.7387563053706923,0.5681403925225722,0.7364985163204748,0.6959750455556468,0.06461731810030755,213
0.14918222427368164,0.009735841143985152,0.006801128387451172,0.001041314328736416,gini,3,15,2,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 15, 'min_samples_leaf': 2}",0.7511762960451019,0.7398584205841211,0.7402823110508244,0.753168581238608,0.7449342941924544,0.7458839806222219,0.005471050881691168,136
0.14066100120544434,0.013493327267497955,0.007228040695190429,0.0004729230597482279,gini,3,15,3,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 15, 'min_samples_leaf': 3}",0.7196812343690391,0.7398584205841211,0.7065830189479039,0.7182400067822474,0.7397626112759644,0.7248250583918552,0.013051638198502013,184
